E7404,3.342432719E7,3068196.772
E7403,3.342652541E7,3068075.628
G7353,3.342621822E7,3067455.968
E7423,3.342627142E7,3068265.977
G7359,3.342671538E7,3067483.828
E7443,3.342472808E7,3068607.717
E7366,3.342422423E7,3067876.337
E7344,3.342544329E7,3067493.483
F7252,3.342561532E7,3066775.488
A7526,3.342524236E7,3069281.416
A7427,3.342412104E7,3068467.211
A7504,3.34243548E7,3069132.335
F7369,3.342699012E7,3067827.322
A7499,3.342475685E7,3069075.836
A7235,3.342548229E7,3066419.963
A7394,3.342362623E7,3068025.94
F7201,3.342500723E7,3066047.295
E7491,3.342504623E7,3068585.735
G7283,3.34258313E7,3067080.951
E7477,3.342591649E7,3068605.972
E7478,3.342558149E7,3068357.717
A7516,3.34239194E7,3069132.93
F7164,3.342478528E7,3065734.118
A7458,3.342376691E7,3068749.821
A7420,3.342709699E7,3068336.908
F7397,3.342588361E7,3067884.223
E7484,3.342462571E7,3069065.293
E7363,3.342475095E7,3067761.359
E7284,3.342498921E7,3067025.72
E7240,3.342459251E7,3066389.81
E7481,3.342537207E7,3068530.666
E6116,3.343984466E7,3047154.133
E6237,3.344146265E7,3050329.158
L6345,3.343199407E7,3052720.566
E6238,3.343752662E7,3050289.833
E6233,3.343703437E7,3050479.576
E6112,3.343867447E7,3047141.64
E6474,3.343733898E7,3055799.435
E6111,3.34361325E7,3047109.998
E6477,3.343771388E7,3056048.898
E6114,3.343820456E7,3046994.369
E6235,3.343301316E7,3050413.956
E6234,3.343971684E7,3050290.643
E6113,3.34359189E7,3046907.187
E6119,3.343933081E7,3047383.811
F6284,3.343632453E7,3051488.09
F6162,3.343601332E7,3048467.428
A6337,3.344192053E7,3052394.81
F6161,3.343825148E7,3048577.21
F6278,3.343319381E7,3051096.418
F6156,3.343641899E7,3048272.311
A6100,3.343305653E7,3046754.23
F6277,3.343284436E7,3051306.066
A6460,3.34391527E7,3055570.787
E6484,3.343690988E7,3056282.845
E6363,3.343990839E7,3052997.313
E6242,3.343940957E7,3050202.659
E6362,3.344017492E7,3052863.975
E6241,3.343826023E7,3050331.804
E6120,3.343877553E7,3047455.887
E6468,3.343665538E7,3055897.475
E6226,3.344217232E7,3050036.587
E6225,3.343688469E7,3050102.164
E6349,3.344331616E7,3052684.264
E6106,3.343660632E7,3046874.017
E6343,3.343972565E7,3052480.041
E6342,3.344032744E7,3052431.065
L6359,3.343720257E7,3053021.492
E6224,3.343803025E7,3049958.131
E6103,3.343367058E7,3046979.781
E6465,3.343860894E7,3055778.89
E6223,3.343914584E7,3050182.175
F6391,3.34367499E7,3053862.624
L6470,3.343693238E7,3055763.849
A6325,3.343937199E7,3052152.794
E6109,3.343723089E7,3046817.298
F6153,3.343411074E7,3048349.893
E6108,3.343889994E7,3046855.245
F6151,3.343795721E7,3048328.552
L6473,3.343100033E7,3055949.11
A6205,3.343229452E7,3049671.621
F6143,3.343790489E7,3047971.286
F6268,3.343592442E7,3051136.657
E6352,3.343781684E7,3052907.507
E6110,3.343367193E7,3047199.057
E6351,3.343169055E7,3052331.053
E6336,3.343803454E7,3052608.177
E6215,3.343745781E7,3049730.519
E6457,3.343124076E7,3055716.689
L6322,3.343195102E7,3052104.329
E6338,3.344243525E7,3052685.781
E6332,3.343704602E7,3052403.141
E6211,3.344084703E7,3049943.068
E6213,3.344178978E7,3049788.469
E6219,3.344117777E7,3049975.5
A6357,3.343844771E7,3052871.142
E6218,3.344271263E7,3049991.767
A6115,3.343935311E7,3047167.376
F6140,3.343411827E7,3047980.486
A6366,3.343963644E7,3053093.44
A6245,3.344364466E7,3050562.882
F6139,3.34365506E7,3047868.683
F6137,3.343756556E7,3047591.682
F6378,3.343263625E7,3053630.697
E6204,3.343315087E7,3049854.639
E6324,3.344345928E7,3052333.461
E6445,3.343139041E7,3055178.698
E6448,3.343788591E7,3055492.085
E6206,3.343704139E7,3049735.564
E6563,3.343692975E7,3057781.615
E6320,3.343963924E7,3052325.69
L6459,3.343119885E7,3055841.997
A6347,3.343928441E7,3052736.366
E6329,3.343778076E7,3052334.4
E6208,3.344070315E7,3049626.444
F6252,3.343601437E7,3050780.735
A6105,3.343930623E7,3046868.273
A6346,3.343990205E7,3052599.545
E6328,3.344055594E7,3052148.051
F6130,3.343546325E7,3047665.798
E6449,3.34312097E7,3055456.624
A6104,3.343329546E7,3046914.166
F6492,3.343603863E7,3056342.929
A6107,3.343980441E7,3046528.879
A6348,3.344275181E7,3052698.646
E6209,3.344299829E7,3049676.594
F6124,3.343818908E7,3047456.837
A6232,3.343238323E7,3050368.294
F6121,3.343414699E7,3047425.401
F6249,3.343360649E7,3050677.895
F6489,3.343907469E7,3056106.756
A6230,3.343262225E7,3050107.085
F6125,3.343431322E7,3047202.115
E6451,3.343762716E7,3055258.086
E6330,3.343971631E7,3052641.675
E6314,3.343241135E7,3051938.629
E6313,3.344091388E7,3051699.835
L6389,3.343712487E7,3053638.793
E6430,3.34431249E7,3054805.888
E6312,3.344077019E7,3051988.948
E6554,3.343757844E7,3057860.445
E6311,3.344122231E7,3051658.138
E6318,3.34373635E7,3052153.988
F6240,3.343614048E7,3050447.325
F6361,3.343250678E7,3053039.049
L6385,3.343187167E7,3053688.485
E6319,3.344236274E7,3052253.213
F6476,3.343177682E7,3056081.371
F6356,3.343686452E7,3052794.958
E6561,3.343662045E7,3057970.377
F6118,3.343530431E7,3047197.712
E6560,3.343809803E7,3058028.557
L6399,3.343173843E7,3053963.193
E6426,3.344189498E7,3054600.418
E6305,3.344149555E7,3051483.269
E6425,3.343775016E7,3054703.091
A6409,3.344301335E7,3054352.78
E6422,3.344332953E7,3054582.171
E6301,3.343704032E7,3051845.943
E6421,3.344237507E7,3054575.72
E6300,3.343747465E7,3051743.085
A6407,3.344230331E7,3054311.946
F6472,3.343610917E7,3055942.0
A6402,3.343153779E7,3054172.874
E6548,3.343737074E7,3057604.948
E6427,3.343122253E7,3054701.482
E6306,3.343215282E7,3052028.728
E6309,3.344347465E7,3051947.552
E6308,3.344244267E7,3051903.43
F6590,3.343792762E7,3058469.774
F6102,3.343521226E7,3046763.841
F6222,3.343633839E7,3050177.029
F6101,3.343428253E7,3046701.961
F6464,3.34318689E7,3055793.949
A6411,3.344288673E7,3054451.073
F6221,3.343892344E7,3049750.011
F6584,3.34374307E7,3058456.932
F6227,3.344013491E7,3050122.365
A6099,3.34391657E7,3046446.675
F6587,3.343669463E7,3058536.103
F6228,3.343350937E7,3050328.556
A6091,3.343263918E7,3046609.161
E6412,3.343768598E7,3054348.492
L6488,3.343833153E7,3056118.962
E6414,3.344147275E7,3054380.565
E6530,3.343723065E7,3057188.898
F6461,3.343207888E7,3055488.904
E6416,3.343161314E7,3054398.631
E6419,3.344267437E7,3054479.832
F6454,3.343692901E7,3055383.093
A6321,3.344284446E7,3051855.919
F6575,3.343708005E7,3058247.913
F6212,3.343350128E7,3049997.924
F6210,3.343987742E7,3049800.183
A6202,3.344317139E7,3049469.386
F6456,3.343609254E7,3055602.232
K6117,3.343770429E7,3046930.486
F6335,3.343266049E7,3052500.943
F6334,3.343296057E7,3052313.097
F6339,3.343241922E7,3052704.401
E6401,3.344300062E7,3054108.011
L6499,3.343097718E7,3056427.979
E6089,3.343838517E7,3046419.017
A6307,3.344243248E7,3051394.145
E6406,3.344095798E7,3054236.848
A6303,3.344023426E7,3051919.14
L6375,3.343208679E7,3053278.241
A6310,3.34381569E7,3051785.936
F6200,3.343945003E7,3049463.331
E6090,3.343371246E7,3046472.346
F6326,3.343660115E7,3052408.84
F6568,3.343858906E7,3058187.322
F6203,3.343849752E7,3049521.292
E6097,3.343515763E7,3046386.202
E6096,3.343377538E7,3046656.648
F6207,3.343634022E7,3049822.877
E6098,3.343863412E7,3046593.798
E6093,3.343769269E7,3046414.36
E6092,3.34364778E7,3046390.968
E6095,3.343484692E7,3046490.536
E6094,3.34359386E7,3046441.203
E6079,3.343607937E7,3046041.909
L6502,3.343792344E7,3056716.77
F6553,3.343854895E7,3057813.899
A6067,3.34362467E7,3045633.586
E6080,3.343574182E7,3045827.862
F6315,3.34362364E7,3052123.742
A6064,3.343718799E7,3045380.382
A6184,3.344192745E7,3049218.683
F6555,3.343592224E7,3057891.381
E6088,3.343317923E7,3046353.416
E6087,3.34372026E7,3046322.42
E6082,3.343499264E7,3045915.399
E6084,3.343829099E7,3046052.747
E6500,3.343761971E7,3056513.354
E6068,3.343380689E7,3045679.681
E6188,3.343682542E7,3049409.848
E6069,3.343823184E7,3045607.397
E6506,3.343703001E7,3056716.301
A6177,3.343215156E7,3049274.374
F6424,3.34321864E7,3054585.915
E6196,3.344130255E7,3049494.058
E6075,3.343759227E7,3045911.808
E6195,3.343287968E7,3049467.268
E6077,3.3433322E7,3046044.433
A6292,3.34404403E7,3051179.677
E6076,3.343455361E7,3045627.587
E6070,3.3437306E7,3045665.445
E6194,3.344044991E7,3049287.352
E6073,3.343400031E7,3045958.766
E6193,3.344169068E7,3049529.496
E6072,3.343419018E7,3045795.174
E6299,3.343971294E7,3051818.297
E6298,3.343673497E7,3051839.475
A6086,3.343671284E7,3046144.189
E6185,3.344015236E7,3049191.642
E6063,3.343782113E7,3045258.25
E6066,3.343533386E7,3045537.459
F6536,3.343851047E7,3057558.288
E6065,3.343415537E7,3045331.405
E6062,3.343491756E7,3045192.671
E6182,3.344125113E7,3049100.587
E6061,3.343453737E7,3045090.169
E6168,3.343975349E7,3048816.2
E6289,3.343223215E7,3051465.29
A6078,3.343708841E7,3046038.177
F6522,3.343632823E7,3057040.136
A6197,3.344250131E7,3049536.182
A6071,3.343761952E7,3045378.877
E6176,3.34399442E7,3049011.371
E6296,3.344197384E7,3051641.923
E6291,3.34399813E7,3051575.186
E6290,3.344351156E7,3051559.521
E6172,3.343288226E7,3048872.786
E6171,3.34408695E7,3048762.133
L6423,3.343736935E7,3054419.864
E6398,3.343784756E7,3054019.979
E6155,3.344029395E7,3048410.058
E6279,3.343749733E7,3051362.209
E6157,3.344048373E7,3048533.465
F6083,3.343457244E7,3046138.942
A6138,3.343953275E7,3047678.083
F6085,3.343422537E7,3046299.155
F6199,3.34391701E7,3049577.244
F6198,3.34377194E7,3049075.972
A6262,3.343177641E7,3050896.624
F6513,3.343844266E7,3056795.546
A6264,3.343854101E7,3050825.343
E6163,3.343340976E7,3048677.93
E6286,3.344228178E7,3051348.93
E6285,3.343688683E7,3051551.361
E6280,3.344327413E7,3051273.39
E6282,3.34367263E7,3051335.331
E6149,3.343911131E7,3048005.93
L6432,3.34316816E7,3054887.88
L6436,3.343724732E7,3054941.465
E6144,3.343343379E7,3048221.41
E6147,3.343867699E7,3048070.532
E6267,3.34364395E7,3050961.756
F6192,3.343355245E7,3049470.737
F6190,3.343813666E7,3049267.838
A6248,3.344001291E7,3050697.747
A6368,3.343791414E7,3053273.573
A6136,3.343975654E7,3047646.787
A6377,3.344217517E7,3053361.447
A6373,3.344155555E7,3053252.937
E6394,3.34425185E7,3053612.826
E6152,3.343944764E7,3048171.403
E6393,3.344269825E7,3053746.227
F6505,3.34363528E7,3056676.846
E6272,3.343719305E7,3051003.603
E6396,3.344147161E7,3053991.375
E6154,3.34398971E7,3048444.133
E6395,3.344207401E7,3053850.792
F6508,3.343870436E7,3056532.921
E6271,3.343744809E7,3051089.587
E6270,3.344176925E7,3051077.518
E6259,3.343702667E7,3050795.581
E6379,3.344136353E7,3053646.222
E6258,3.343228697E7,3050948.852
E6255,3.343963E7,3050734.57
L6523,3.343791891E7,3056999.491
E6133,3.343844658E7,3047700.559
E6254,3.34326154E7,3050743.59
E6257,3.344295853E7,3050768.187
E6135,3.344014537E7,3047799.576
E6256,3.344077752E7,3050782.208
F6180,3.343729121E7,3048842.073
F6186,3.343618164E7,3049310.109
A6159,3.343304553E7,3048336.57
F6183,3.343692704E7,3048931.365
A6288,3.343184314E7,3051511.93
A6287,3.343962383E7,3051459.585
F6178,3.34362212E7,3049098.42
F6297,3.343296171E7,3051679.932
A6165,3.343229569E7,3048890.541
E6261,3.344127048E7,3050870.983
E6384,3.344360102E7,3053325.89
E6263,3.344315151E7,3050987.678
A6281,3.343785475E7,3051199.042
E6142,3.34402081E7,3048084.215
A6160,3.343235031E7,3048567.299
E6381,3.343746796E7,3053571.807
E6380,3.344317237E7,3053669.397
E6127,3.344012779E7,3047473.381
E6247,3.344307947E7,3050317.107
E6126,3.34365401E7,3047395.206
L6533,3.343667355E7,3057301.44
E6128,3.343346176E7,3047513.865
E6365,3.343747662E7,3053212.973
E6244,3.343779415E7,3050309.646
E6123,3.343583568E7,3047401.868
E6364,3.344248802E7,3053107.255
E6243,3.344045284E7,3050418.804
E6122,3.343702433E7,3047148.456
E6246,3.343870893E7,3050320.731
E6487,3.343811204E7,3056357.157
F6170,3.343932785E7,3048883.287
F6175,3.343353494E7,3049114.78
F6295,3.34362613E7,3051803.084
F6174,3.343398401E7,3049015.044
F6173,3.343648398E7,3048971.288
A6397,3.344284804E7,3053564.759
F6166,3.34386246E7,3048795.383
F6601,3.34381439E7,3058761.272
A6275,3.343981382E7,3051253.252
F6169,3.343901145E7,3048758.042
A6274,3.343183354E7,3051309.734
A6390,3.344073114E7,3053629.559
E6251,3.344218367E7,3050558.569
L6538,3.343786507E7,3057412.692
E6253,3.343917985E7,3050630.485
E6132,3.343328175E7,3047842.476
E6374,3.343192986E7,3053397.798
E6131,3.343617695E7,3047714.889
E6370,3.344325117E7,3053341.405
D10512,3.342488713E7,3100707.614
A10578,3.342390198E7,3101432.816
D10598,3.342507247E7,3102294.795
D10713,3.342410502E7,3103474.984
D10439,3.342392044E7,3099817.658
A10452,3.342341127E7,3100063.003
E10443,3.342467854E7,3100408.007
E10683,3.342680437E7,3103202.947
E10527,3.342457336E7,3101046.233
E10724,3.342624534E7,3103531.391
E10525,3.342540165E7,3101055.589
E10800,3.342490406E7,3104408.666
E10767,3.342413839E7,3104101.508
E10721,3.342488546E7,3103710.961
E10566,3.342539415E7,3101543.545
E10764,3.342568923E7,3103809.729
E10565,3.342460786E7,3101581.828
D10672,3.342591821E7,3103013.264
A10489,3.342234786E7,3100521.256
A10524,3.342278614E7,3100875.706
D10521,3.342560523E7,3100816.214
D10449,3.342516372E7,3100096.98
D10645,3.342674622E7,3102438.645
A10520,3.342349151E7,3100866.262
D10727,3.342434674E7,3103826.86
A10602,3.342552055E7,3101944.017
A10726,3.342708049E7,3103124.724
E10813,3.342439639E7,3104707.563
E10735,3.342387934E7,3103929.795
E10613,3.342605437E7,3101798.084
E10612,3.342697268E7,3102116.661
E10457,3.342293506E7,3100550.995
E10774,3.342363303E7,3104375.183
E10818,3.342416403E7,3104494.865
A10755,3.342628431E7,3104088.995
D10697,3.342519669E7,3103452.309
